,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,short_name,long_name,age,height_cm,weight_kg,nationality,overall,potential,value_eur,wage_eur,team_position
6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,6813,7198,J. George,Jann George,26,176,75,Germany,68,69,1100000,6000,SUB
6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,7199,A. Sjöberg,Axel Sjöberg,28,201,95,Sweden,68,69,875000,3000,SUB
6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,6815,7200,Fábio Abreu,Fábio Gonçalves Abreu,26,182,79,Portugal,68,69,1100000,5000,SUB
6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,7201,M. Wanitzek,Marvin Wanitzek,26,179,74,Germany,68,69,1000000,6000,LCM
6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,6817,7202,V. Moren,Valtteri Moren,28,188,76,Finland,68,69,875000,5000,SUB
6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,6818,7203,P. Corral,Pablo Ignacio Corral Mondaca,27,171,65,Chile,68,69,1000000,2000,SUB
6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,6819,7204,C. Martinez,Cris Robert Martínez Escobar,26,170,70,Paraguay,68,69,1100000,4000,LM
6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,6820,7205,A. Toșca,Alin Toșca,27,181,78,Romania,68,69,900000,6000,SUB
6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,6821,7206,F. Müller,Felix Müller,26,178,71,Germany,68,69,1100000,3000,SUB
6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,6822,7207,F. N'Goma,Ferris N'Goma,26,175,69,France,68,69,1100000,8000,SUB
6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,6823,7208,G. Tello,Gary Tello,26,169,65,Chile,68,69,1100000,3000,SUB
6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,6824,7209,Bastos,Ángel Bastos Teijeira,27,170,70,Spain,68,69,900000,3000,LB
6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,7210,B. Girth,Benjamin Girth,27,181,82,Germany,68,69,1000000,7000,ST
6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,6826,7211,Z. Majer,Žan Majer,26,179,69,Slovenia,68,69,1000000,7000,SUB
6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,6827,7212,U. Segura,Ulises Segura,26,183,70,Costa Rica,68,69,1100000,4000,SUB
6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,6828,7213,I. Lakićević,Ivan Lakićević,25,180,75,Serbia,68,69,925000,2000,SUB
6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829,7214,A. Sin,Andrei Sin,27,175,69,Romania,68,69,900000,4000,LB
6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,7215,R. Radunović,Risto Radunović,27,182,75,Montenegro,68,69,900000,4000,LB
6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,7216,E. Piovi,Ezequiel Piovi,26,171,70,Argentina,68,69,1000000,5000,SUB
6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,7217,E. Pogatetz,Emanuel Pogatetz,36,191,90,Austria,68,68,180000,3000,RCB
6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,7218,L. Steele,Luke Steele,34,188,76,England,68,68,400000,5000,SUB
6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,6834,7219,D. Beasley,DaMarcus Beasley,37,172,68,United States,68,68,160000,2000,SUB
6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,6835,7220,M. Pedersen,Morten  Gamst Pedersen,37,183,74,Norway,68,68,280000,2000,CM
6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,6836,7221,S. Camara,Souleymane Camara,36,174,75,Senegal,68,68,325000,10000,SUB
6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,6837,7222,J. Cavalli,Johan Cavalli,37,170,65,France,68,68,300000,2000,CAM
6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,6838,7223,M. Bodmer,Mathieu Bodmer,36,190,90,France,68,68,300000,6000,SUB
6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,6839,7224,E. Jakupović,Eldin Jakupović,34,191,85,Switzerland,68,68,400000,19000,RES
6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,7225,Xisco Campos,Francisco Javier Campos Coll,37,180,77,Spain,68,68,180000,6000,SUB
6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,6841,7226,U. Ceylan,Ufuk Ceylan,33,194,85,Turkey,68,68,475000,5000,SUB
6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,7227,K. Broadfoot,Kirk Broadfoot,34,191,89,Scotland,68,68,325000,3000,RCB
6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,6843,7229,Jung Jo Gook,정조국 郑兆国,35,186,77,Korea Republic,68,68,400000,2000,ST
6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,6844,7230,Lee Dong Gook,이동국 李东国,40,185,80,Korea Republic,68,68,0,4000,SUB
6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,6845,7231,C. Lepoint,Christophe Lepoint,34,188,83,Belgium,68,68,325000,6000,SUB
6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,6846,7232,C. Salcido,Carlos Arnoldo Salcido Flores,39,176,80,Mexico,68,68,120000,2000,SUB
6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,6847,7233,D. Nugent,David Nugent,34,180,76,England,68,68,475000,12000,SUB
6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,7234,Z. Dedič,Zlatko Dedič,34,183,77,Slovenia,68,68,475000,5000,LS
6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,6849,7235,J. Alvbåge,John Alvbåge,36,187,88,Sweden,68,68,150000,1000,SUB
6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,7236,Cejudo,Álvaro Cejudo Carmona,35,180,78,Spain,68,68,400000,3000,CAM
6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,7237,M. Constantin,Marius Marcel Constantin,34,186,85,Romania,68,68,325000,4000,LCB
6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,6852,7239,M. Wasilewski,Marcin Ryszard Wasilewski,39,186,88,Poland,68,68,120000,2000,SUB
6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,6853,7240,A. Papadopoulos,Avraam Papadopoulos,34,184,79,Greece,68,68,325000,1000,SUB
6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,7241,Kang Min Soo,강민수 康敏寿,33,186,76,Korea Republic,68,68,425000,3000,SUB
6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,6855,7243,C. Adam,Charlie Adam,33,185,83,Scotland,68,68,525000,9000,SUB
6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,7244,M. Cranie,Martin Cranie,32,183,78,England,68,68,575000,7000,RB
6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,6857,7245,A. Considine,Andrew Considine,32,183,75,Scotland,68,68,575000,4000,RCB
6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,7246,S. Holmén,Samuel Holmén,35,180,74,Sweden,68,68,375000,2000,CM
6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,6859,7247,S. Marveaux,Sylvain Marveaux,33,172,69,France,68,68,550000,4000,SUB
6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,7248,E. Velarde,Efraín Velarde Calvillo,33,174,70,Mexico,68,68,400000,4000,LB
6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,6861,7249,M. Stoppelkamp,Moritz Stoppelkamp,32,180,75,Germany,68,68,700000,2000,RAM
6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,6862,7251,M. Parensen,Michael Parensen,33,180,79,Germany,68,68,425000,13000,SUB
6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,7252,Juanma,Juan Manuel Marrero Monzón,36,185,75,Spain,68,68,180000,2000,LCB
6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,6864,7253,G. Bustamante,Luis Gonzalo Bustamante,33,170,67,Argentina,68,68,550000,2000,SUB
6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,7254,Oriol Riera,Oriol Riera Magem,32,184,78,Spain,68,68,725000,4000,RS
6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,6866,7255,B. Watson,Ben Watson,33,181,80,England,68,68,425000,15000,CDM
6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,6867,7256,Zapater,Alberto Zapater Arjol,34,180,80,Spain,68,68,425000,5000,SUB
6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,7257,L. Chambers,Luke Chambers,33,185,87,England,68,68,425000,6000,LCB
6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,6869,7258,S. Morison,Steve Morison,35,188,85,Wales,68,68,400000,4000,RS
6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,7259,N. Kilkenny,Neil  Kilkenny,33,173,67,Australia,68,68,525000,4000,LCM
6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871,7260,M. McGovern,Michael McGovern,34,191,89,Northern Ireland,68,68,400000,13000,RES
6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,7261,B. Safari,Behrang Safari,34,181,74,Sweden,68,68,325000,3000,LCB
6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,6873,7262,J. Larentowicz,Jeff Larentowicz,35,185,79,United States,68,68,280000,2000,LDM
6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,7263,J. Brix-Damborg,Jonas Brix-Damborg,33,183,77,Denmark,68,68,425000,5000,RCM
6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,6875,7265,D. Wheater,David Wheater,32,196,87,England,68,68,575000,5000,SUB
6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,6876,7266,D. Bottinelli,Darío Bottinelli,32,167,67,Argentina,68,68,700000,6000,SUB
6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,6877,7267,Oh Beom Seok,오범석 吴范锡,34,181,77,Korea Republic,68,68,425000,3000,LCM
6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,6878,7268,F. Öztürk,Fatih Öztürk,32,191,86,Turkey,68,68,550000,5000,SUB
6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,7269,C. Kazim-Richards,Colin Kazim-Richards,32,187,95,Turkey,68,68,725000,4000,RS
6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,6880,7270,J. Wright,Jake Wright Sr.,33,185,70,England,68,68,425000,12000,RES
6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,7271,E. Juárez,Efraín Juárez Váldez,31,180,76,Mexico,68,68,650000,2000,RB
6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,7272,I. Dia,Issiar Dia,32,173,70,Senegal,68,68,700000,6000,SUB
6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,6883,7273,R. Schiavi,Raffaele Schiavi,33,183,73,Italy,68,68,425000,2000,SUB
6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,6884,7274,M. Karl,Markus Karl,33,192,88,Germany,68,68,425000,3000,RES
6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,6885,7275,I. Anya,Ikechi Anya,31,168,72,Scotland,68,68,775000,11000,RES
6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,7276,J. Peters,Jordens Peters,32,182,78,Netherlands,68,68,575000,4000,LCB
6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,7277,A. Reyna,Ángel Eduardo Reyna Martínez,34,169,67,Mexico,68,68,450000,4000,SUB
6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,7279,L. Peltier,Lee Peltier,32,177,73,England,68,68,550000,10000,RB
6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,7280,D. Gray,David Gray,31,183,78,Scotland,68,68,650000,4000,SUB
6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,7281,R. Beerens,Roy Beerens,31,173,63,Netherlands,68,68,775000,8000,RES
6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,6891,7282,C. Skuse,Cole Skuse,33,185,72,England,68,68,425000,6000,RCM
6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,6892,7283,J. Zimmermann,Jan Zimmermann,34,190,86,Germany,68,68,400000,9000,RES
6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,6893,7285,M. Andersen,Mikkel Andersen,30,196,91,Denmark,68,68,600000,7000,SUB
6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,7286,E. Castillo,Edgar Eduardo Castillo Carrillo,32,170,77,United States,68,68,550000,3000,LB
6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,6895,7287,M. Mancienne,Michael Mancienne,31,186,86,England,68,68,675000,3000,SUB
6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,6896,7288,J. Moulin,Jessy Moulin,33,185,88,France,68,68,475000,9000,SUB
6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,6897,7289,L. Seijas,Luis Manuel Seijas Gunther,33,178,71,Venezuela,68,68,550000,1000,RM
6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,7290,S. Blondelle,Siebe Blondelle,33,185,80,Belgium,68,68,425000,5000,LCB
6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,6899,7292,D. Button,David Button,30,191,87,England,68,68,600000,13000,SUB
6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,7293,M. Bostwick,Michael Bostwick,31,193,89,England,68,68,675000,5000,RCB
6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,7294,J. Rojas,José Manuel Rojas Bahamondes,36,174,75,Chile,68,68,180000,2000,LCB
6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,6902,7295,G. Gómez,Gabriel Enrique Gómez Girón,35,183,82,Panama,68,68,280000,1000,RDM
6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,6903,7296,Zhao Xuri,赵旭日,33,185,84,China PR,68,68,425000,5000,LDM
6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,6904,7297,J. Choplin,Jérémy Choplin,34,183,83,France,68,68,325000,3000,RCB
6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,6905,7298,C. Valencia,Carmelo Enrique Valencia Chaverra,34,173,70,Colombia,68,68,475000,1000,SUB
6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,7299,I. Pallas,José Ignacio Pallas Martínez,36,190,87,Uruguay,68,68,180000,3000,SUB
6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,6907,7300,J. Reina,Javier Arley Reina Calvo,30,173,70,Colombia,68,68,850000,2000,CAM
6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,6908,7301,S. Aigner,Stefan Aigner,31,183,73,Germany,68,68,800000,5000,RM
6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,6909,7302,P. Gibaud,Pierre Gibaud,31,184,69,France,68,68,675000,3000,RCB
6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,6910,7304,M. Milligan,Mark  Milligan,33,178,78,Australia,68,68,425000,4000,CDM
6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,7305,Ilsinho,Ilson Pereira Dias Júnior,33,178,85,Brazil,68,68,550000,4000,SUB
6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,6912,7306,M. Carlini,Massimiliano Carlini,32,175,67,Italy,68,68,700000,2000,SUB
6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,7307,P. Klandt,Patric Klandt,35,184,85,Germany,68,68,240000,3000,RES
6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,7308,W. López,Walter Alberto López Gasco,33,182,83,Uruguay,68,68,400000,2000,LM
6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,6915,7309,André Leão,André Filipe Ribeiro Leão,34,185,72,Portugal,68,68,350000,4000,SUB
6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,6916,7310,A. Swinkels,Arjan Swinkels,34,184,80,Netherlands,68,68,325000,6000,LCB
6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,6917,7312,Canella,Roberto Canella Suárez,31,179,76,Spain,68,68,650000,4000,LB
6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,6918,7313,C. Cortés,César Alexis Cortés Pinto,35,179,69,Chile,68,68,400000,2000,LCM
6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,6919,7314,N. Frey,Nicolas Sebastian Frey,35,184,78,France,68,68,250000,2000,SUB
6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,6920,7315,J. Drachmann,Janus Mats Drachmann,31,179,71,Denmark,68,68,775000,6000,LCM
6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,7316,C. Gardner,Craig Gardner,32,176,81,England,68,68,675000,6000,SUB
6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,6922,7317,S. Burrai,Salvatore Burrai,32,177,72,Italy,68,68,575000,1000,CM
6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,7318,A. Pilkington,Anthony Pilkington,31,180,81,Republic of Ireland,68,68,775000,7000,SUB
6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,7319,J. Sainati,Joris Sainati,30,183,83,France,68,68,725000,3000,SUB
